Movie Name,Link,Released,Alternate Versions,Alternate Link,Duration,Sin Count,Writer 1,Writer 2,Writer 3,Writer 4,Writer 5
Men In Black ,https://youtu.be/QYouL4GBu5c,2017-07-20,,,16:57,104,Chris Atkinson,Jeremy Scott,,,
John Wick Chapter 2,https://youtu.be/Xj6dPDJEbMU,2017-07-25,,,15:50,105,Jeremy Scott,Ashley Spurgeon,Ross Woodruff,,
Wanted ,https://youtu.be/mQtadI6JM1U,2017-07-27,,,18:16,123,Chris Atkinson,Barrett Share,,,
The Great Wall ,https://youtu.be/QYvh1Cr0yII,2017-08-01,,,20:44,143,Chris Atkinson,Jeremy Scott,,,
Home ,https://youtu.be/9QM7X6JjlCo,2017-08-02,,,17:57,115,Chris Atkinson,Barrett Share,,,
Annabelle ,https://youtu.be/BBNsQ7uJWyc,2017-08-08,,,17:44,179,Chris Atkinson,Jonathan Watkins,,,
The Nut Job ,https://youtu.be/vXbN3-UDXsY,2017-08-10,,,11:04,210,Jeremy Scott,Aaron Dicer,,,
Kong: Skull Island,https://youtu.be/rNniLJGd1ts,2017-08-15,,,19:46,146,Chris Atkinson,Barrett Share,,,
Ghost in the Shell (2017),https://youtu.be/goZFzD4JSTs,2017-08-17,,,17:18,126,Chris Atkinson,Barrett Share,,,
Power Rangers (2017),https://youtu.be/KBZDj3DwXD4,2017-08-22,,,18:07,157,Jeremy Scott,Barrett Share,,,
300: Rise of an Empire,https://youtu.be/iJr-SvXum5E,2017-08-24,,,18:12,235,Jeremy Scott,Chris Atkinson,,,
The Boss Baby ,https://youtu.be/dXHzXxINNOE,2017-08-29,,,16:59,120,Barrett Share,Jonathan Watkins,,,
The Fate of the Furious,https://youtu.be/uuCo7mHUQJs,2017-08-31,,,25:55,175,Jeremy Scott,Chris Atkinson,,,
Shrek 2 ,https://youtu.be/W8D6dnIzMhc,2017-09-05,,,18:57,121,Chris Atkinson,Barrett Share,,,
Alien: Covenant ,https://youtu.be/uBGECC5U09Q,2017-09-12,,,17:04,111,Barrett Share,Aaron Dicer,,,
The LEGO Batman Movie,https://youtu.be/dInwVhRtN4E,2017-09-19,,,14:01,74,Jeremy Scott,Chris Atkinson,,,
Flatliners (1990) ,https://youtu.be/LsBelnCXrjw,2017-09-26,,,11:10,99,Jeremy Scott,Jonathan Watkins,,,
Blade Runner ,https://youtu.be/xfQvngEXob4,2017-10-03,,,17:39,122,Jeremy Scott,Barrett Share,,,
Scream 2 ,https://youtu.be/rfMJ-DylWBs,2017-10-05,,,19:37,125,Chris Atkinson,Jonathan Watkins,,,
The Mummy (2017),https://youtu.be/UxWs3bWiCI4,2017-10-10,,,15:22,171,Jeremy Scott,Aaron Dicer,,,
Friday the 13th Part 2,https://youtu.be/j9VxR0rOYu8,2017-10-11,,,17:32,123,Chris Atkinson,Jonathan Watkins,,,
Seven ,https://youtu.be/esXh5TxwKYA,2017-10-17,,,18:39,77,Chris Atkinson,Barrett Share,,,
Boo: A Madea Halloween,https://youtu.be/0su8PFHOMac,2017-10-19,,,16:20,165,Jeremy Scott,Aaron Dicer,,,
Saw III ,https://youtu.be/Y3E4cFSbqzc,2017-10-24,,,16:40,121,Chris Atkinson,Jonathan Watkins,,,
Saw IV ,https://youtu.be/rgTXPxeEbcc,2017-10-26,,,16:20,120,Chris Atkinson,Jonathan Watkins,,,
Guardians of the Galaxy Vol. 2,https://youtu.be/G176UbWK6Sc,2017-10-31,,,19:08,120,Jeremy Scott,Chris Atkinson,,,
Bad Moms ,https://youtu.be/FE2vmIF_Ou8,2017-11-02,,,18:21,109,Barrett Share,Jonathan Watkins,,,
Daddy's Home ,https://youtu.be/Q0ub41OxeLQ,2017-11-07,,,15:16,126,Jeremy Scott,Barrett Share,,,
Baby Driver ,https://youtu.be/kOnQocd799Y,2017-11-09,,,15:24,86,Chris Atkinson,Aaron Dicer,,,
Wonder Woman ,https://youtu.be/ve3oQBjcAGI,2017-11-14,,,15:16,99,Jeremy Scott,Aaron Dicer,,,
The Dark Tower ,https://youtu.be/7Q59auc8ctE,2017-11-16,,,18:25,114,Chris Atkinson,Barrett Share,,,
Cars 3 ,https://youtu.be/2Nlo2ekTRvI,2017-11-21,,,14:46,97,Jeremy Scott,Jonathan Watkins,,,
The Emoji Movie,https://youtu.be/VYslZytdOWg,2017-11-23,,,20:37,279,Barrett Share,Aaron Dicer,,,
Arrival ,https://youtu.be/a8gzChJsvEo,2017-11-28,,,16:53,89,Chris Atkinson,Barrett Share,Aaron Dicer,Jonathan Watkins,
Transformers The Last Knight,https://youtu.be/JAdXTqK06jg,2017-11-30,,,20:48,2158,Chris Atkinson,Jeremy Scott,,,
Spider-Man: Homecoming,https://youtu.be/pKkZjjhPCQM,2017-12-05,,,12:07,86,Jeremy Scott,Jonathan Watkins,,,
E.T. the Extra Terrestrial,https://youtu.be/Hlch9lKAeXo,2017-12-07,,,12:13,84,Chris Atkinson,Jonathan Watkins,,,
Rogue One: A Star Wars Story,https://youtu.be/GSCP2yg-v2g,2017-12-12,,,17:30,106,Chris Atkinson,Jeremy Scott,,,
Jumanji ,https://youtu.be/WfB_JyAr5tE,2017-12-14,,,18:20,174,Barrett Share,Aaron Dicer,Rachel Norfleet,,
War For The Planet Of The Apes,https://youtu.be/i_o_3suFk1o,2017-12-19,,,15:42,91,Jeremy Scott,Aaron Dicer,,,
Home Alone 2: Lost In New York,https://youtu.be/xJPycDTQcjg,2017-12-21,,,16:26,1000000126,Barrett Share,Jonathan Watkins,,,
The Amityville Horror (1979),https://youtu.be/1WREZPc-kqQ,2017-12-26,,,13:35,129,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
The Amityville Horror (2005),https://youtu.be/9WXJqeaniLw,2017-12-27,,,12:27,129,Chris Atkinson,Ashley Spurgeon,Ross Woodruff,,
Despicable Me 3,https://youtu.be/lERhNXw6FaQ,2017-12-28,,,17:12,130,Chris Atkinson,Barrett Share,,,
Pirates of the Caribbean: Dead Men Tell No Tales,https://youtu.be/oVsQ92LVddo,2018-01-02,,,20:11,142,Chris Atkinson,Aaron Dicer,,,
Bee Movie ,https://youtu.be/TaVvm0r_gho,2018-01-04,,,16:06,145,Jeremy Scott,Barrett Share,,,
Paddington,https://www.patreon.com/posts/75926038,2018-01-08,,,10:36,90,Aaron Dicer,Jonathan Watkins,,,
Kingsman: The Golden Circle,https://youtu.be/DWuYkyw-NMk,2018-01-11,,,17:51,127,Chris Atkinson,Aaron Dicer,,,
Girls Trip,https://youtu.be/pTOYwoJu_QU,2018-01-18,,,15:50,96,Barrett Share,Jonathan Watkins,,,
The LEGO Ninjago Movie ,https://youtu.be/7B4VxW_CrSM,2018-01-18,,,13:54,116,Jeremy Scott,Jonathan Watkins,,,
Valerian & The City Of A Thousand Planets,https://youtu.be/mrP091iwcIk,2018-01-23,,,19:12,131,Barrett Share,Aaron Dicer,Rachel Norfleet,,
Ender's Game ,https://youtu.be/HoYPSfR8j3Y,2018-01-25,,,16:55,97,Jeremy Scott,Chris Atkinson,,,
It (2017) ,https://youtu.be/yWhRWDgKLB8,2018-01-30,,,15:47,96,Barrett Share,Jonathan Watkins,,,
The Lorax ,https://youtu.be/R5BHSurBfgc,2018-02-01,,,12:48,102,Aaron Dicer,Jonathan Watkins,,,
Bright ,https://youtu.be/_OZJ03OBJj4,2018-02-06,,,15:45,113,Chris Atkinson,Aaron Dicer,Jonathan Watkins,,
Fifty Shades Darker,https://youtu.be/-Q6Mm6YkAKw,2018-02-08,,,21:00,1155,Chris Atkinson,Jeremy Scott,,,
Valentine's Day ,https://youtu.be/7PW1ynLg2LU,2018-02-13,,,15:31,176,Barrett Share,Jonathan Watkins,,,
Hancock ,https://youtu.be/YdYPOJT6aWo,2018-02-15,,,14:28,104,Aaron Dicer,Jonathan Watkins,,,
Blade Runner 2049,https://youtu.be/LnoSCAi8Huc,2018-02-20,,,15:25,114,Jeremy Scott,Barrett Share,,,
Ex Machina,https://youtu.be/zS_mEefVGcY,2018-02-22,,,12:29,69,Chris Atkinson,Jeremy Scott,Barrett Share,Aaron Dicer,Jonathan Watkins
Birdman ,https://youtu.be/LLOB5uG6zSQ,2018-02-27,,,13:43,77,Chris Atkinson,Barrett Share,Rachel Norfleet,,
Death Wish (1974),https://youtu.be/-2fmOkN6KH4,2018-03-01,,,13:58,106,Chris Atkinson,Barrett Share,,,
The Strangers ,https://youtu.be/m2-NC6Rvru4,2018-03-06,,,11:04,87,Barrett Share,Jonathan Watkins,,,
"The Chronicles Of Narnia: The Lion, The Witch and the Wardrobe",https://youtu.be/JLt6sEE8rdQ,2018-03-08,,,14:15,124,Jeremy Scott,Aaron Dicer,,,
Lara Croft: Tomb Raider,https://youtu.be/iiQ812I4CZ8,2018-03-13,,,17:23,146,Aaron Dicer,Jonathan Watkins,,,
Lara Croft: Tomb Raider - Cradle Of Life,https://youtu.be/pcRHS8uzAD0,2018-03-15,,,17:39,136,Aaron Dicer,Jonathan Watkins,,,
Gnomeo & Juliet,https://youtu.be/KQDCir3G534,2018-03-20,,,14:31,106,Barrett Share,Aaron Dicer,,,
Sherlock Holmes: A Game of Shadows,https://youtu.be/ym9HqBpQo9I,2018-03-22,,,17:16,111,Chris Atkinson,Jeremy Scott,,,
Happy Death Day ,https://youtu.be/EMELKZhM2-g,2018-03-27,,,16:33,106,Chris Atkinson,Jonathan Watkins,,,
Coco ,https://youtu.be/KWafZrA5OBc,2018-03-29,,,14:47,88,Jeremy Scott,Barrett Share,,,
Murder On The Orient Express,https://youtu.be/ibh_G-pHRtk,2018-04-03,,,15:08,79,Aaron Dicer,Jonathan Watkins,,,
The Babadook ,https://youtu.be/FHFCl1vlZWM,2018-04-05,,,11:02,90,Chris Atkinson,Jonathan Watkins,,,
Ferdinand ,https://youtu.be/RoIJtobSOqc,2018-04-10,,,16:24,124,Chris Atkinson,Jonathan Watkins,,,
Atomic Blonde ,https://youtu.be/lWU5hAgtY1E,2018-04-17,,,14:38,99,Jeremy Scott,Barrett Share,,,
The Shape of Water,https://youtu.be/-Y90H5ntmQI,2018-04-19,,,15:21,99,Chris Atkinson,Barrett Share,,,
Thor Ragnarok ,https://youtu.be/LtsKsz5mGuo,2018-04-23,,,16:43,105,Chris Atkinson,Jeremy Scott,,,
The Snowman ,https://youtu.be/YR2weunihgY,2018-04-26,,,20:12,249,Chris Atkinson,Jonathan Watkins,,,
Insidious: The Last Key,https://youtu.be/NJF604CUqzI,2018-05-01,,,16:47,118,Chris Atkinson,Jonathan Watkins,,,
The Greatest Showman,https://youtu.be/UiCyXpDsk5M,2018-05-03,,,15:24,112,Jeremy Scott,Aaron Dicer,,,
Batman: Under The Red Hood,https://youtu.be/ADdgkKWwMX8,2018-05-08,,,16:03,117,Aaron Dicer,Jonathan Watkins,,,
The Bourne Legacy ,https://youtu.be/Ni4qVE0BmQ0,2018-05-10,,,15:33,117,Jeremy Scott,Barrett Share,,,
Blade: Trinity ,https://youtu.be/Z_vvCIcJuSI,2018-05-15,,,16:30,124,Aaron Dicer,Jonathan Watkins,,,
Scooby Doo ,https://youtu.be/rSovRS_YU_o,2018-05-17,,,15:51,104,Barrett Share,Jonathan Watkins,,,
Geostorm ,https://youtu.be/efQE6Wg3658,2018-05-24,,,20:22,141,Chris Atkinson,Barrett Share,,,
Cast Away ,https://youtu.be/P0tFjpzDqx0,2018-05-29,,,15:07,87,Jeremy Scott,Chris Atkinson,,,
Peter Rabbit ,https://youtu.be/gwLDtkXLqa8,2018-05-31,,,15:01,98,Aaron Dicer,Jonathan Watkins,,,
Ocean's Eleven ,https://youtu.be/YaJzQ11Pq8c,2018-06-05,,,18:18,143,Jeremy Scott,Barrett Share,,,
Mama ,https://youtu.be/m82bJim358Y,2018-06-07,,,14:40,160,Aaron Dicer,Jonathan Watkins,,,
Ratatouille ,https://youtu.be/r5Kd7ltWS9w,2018-06-12,,,16:48,91,Jeremy Scott,Barrett Share,,,
Megamind ,https://youtu.be/hTQRg8-VvC8,2018-06-14,,,16:06,106,Aaron Dicer,Jonathan Watkins,,,
Fifty Shades Freed,https://youtu.be/igrfXqKqWU0,2018-06-19,,,19:58,201,Jeremy Scott,Barrett Share,,,
Charlie and the Chocolate Factory,https://youtu.be/CDdKgvgHOO4,2018-06-21,,,16:16,107,Aaron Dicer,Jonathan Watkins,,,
Star Wars Episode VIII: The Last Jedi,https://youtu.be/vclEFBv_8_w,2018-06-22,,,21:50,121,Chris Atkinson,Jeremy Scott,,,
Pitch Perfect 3 ,https://youtu.be/Y2okPtEksn8,2018-06-26,,,15:53,129,Jeremy Scott,Barrett Share,,,
A Wrinkle in Time,https://youtu.be/7de_gyHHScI,2018-06-28,,,15:46,104,Aaron Dicer,Jonathan Watkins,,,
Jumanji: Welcome to the Jungle,https://youtu.be/PLk3ul66pTw,2018-06-30,,,19:08,116,Chris Atkinson,Barrett Share,,,
Black Panther ,https://youtu.be/ttAd5TjM8GA,2018-07-03,,,17:28,105,Jeremy Scott,Barrett Share,,,
Tron Legacy ,https://youtu.be/tNXaBNEjLCY,2018-07-05,,,16:29,109,Aaron Dicer,Jonathan Watkins,,,
Hotel Transylvania ,https://youtu.be/nknXgGolafM,2018-07-10,,,11:41,105,Aaron Dicer,Jonathan Watkins,,,
Hotel Transylvania 2 ,https://youtu.be/6aY9ivbLC_k,2018-07-12,,,13:07,96,Aaron Dicer,Jonathan Watkins,,,
Mamma Mia ,https://youtu.be/Ywdj_01Jrdk,2018-07-17,,,15:11,109,Jeremy Scott,Barrett Share,,,
Unfriended ,https://youtu.be/CFND44Dupzw,2018-07-19,,,14:07,116,Aaron Dicer,Jonathan Watkins,,,
Pacific Rim: Uprising ,https://youtu.be/6G1-49Bmo9Y,2018-07-24,,,18:06,170,Jeremy Scott,Barrett Share,,,
Justice League Dark ,https://youtu.be/ayrqQT1FtKk,2018-07-26,,,13:24,130,Aaron Dicer,Jonathan Watkins,,,
Minions ,https://youtu.be/1KLOI0c-8l8,2018-07-31,,,15:06,186,Aaron Dicer,Jonathan Watkins,,,
Maze Runner: The Death Cure,https://youtu.be/wukYIMuUcBY,2018-08-02,,,17:30,119,Chris Atkinson,Jonathan Watkins,,,
Deep Blue Sea ,https://youtu.be/lC6HgGCUPzc,2018-08-07,,,17:10,113,Chris Atkinson,Aaron Dicer,,,
Tomb Raider (2018),https://youtu.be/dd_mVfB2aV8,2018-08-09,,,15:46,132,Aaron Dicer,Jonathan Watkins,,,
Ready Player One,https://youtu.be/mYRv6iSC-U0,2018-08-14,,,21:50,128,Chris Atkinson,Barrett Share,,,
The Karate Kid (2010),https://youtu.be/QeHFYe_HZxg,2018-08-16,,,15:29,115,Jeremy Scott,Aaron Dicer,,,
Rampage ,https://youtu.be/rv3SRQ8zEDM,2018-08-21,,,16:08,122,Jeremy Scott,Barrett Share,,,
The Lone Ranger ,https://youtu.be/NDpZ0pvQbzg,2018-08-23,,,13:58,139,Barrett Share,Jonathan Watkins,,,
The Cloverfield Paradox,https://youtu.be/ZeEnLxuzvgM,2018-08-28,,,17:42,110,Jeremy Scott,Chris Atkinson,,,
Cowboys & Aliens ,https://youtu.be/BJlb8T-G2uE,2018-08-30,,,17:42,140,Aaron Dicer,Jonathan Watkins,,,
Annabelle: Creation ,https://youtu.be/XE14kOEN1IA,2018-09-04,,,15:41,110,Chris Atkinson,Jonathan Watkins,,,
Predator ,https://youtu.be/56awqUehlHs,2018-09-11,,,13:42,101,Jeremy Scott,Aaron Dicer,,,
The Golden Compass ,https://youtu.be/bVfV-oFs6UY,2018-09-18,,,14:01,113,Jeremy Scott,Aaron Dicer,Jonathan Watkins,,
Shrek The Third ,https://youtu.be/2ONNEvjH6iA,2018-09-25,,,16:26,205,Chris Atkinson,Barrett Share,,,
Spawn ,https://youtu.be/zd0pJD61gVM,2018-10-02,,,18:35,12577,Jeremy Scott,Chris Atkinson,,,
Deadpool 2 ,https://youtu.be/-M7kcJr8QY0,2018-10-04,,,21:04,90,Barrett Share,Aaron Dicer,,,
Scream 3,https://www.patreon.com/posts/75924765,2018-10-08,,,19:29,130,Chris Atkinson,Jonathan Watkins,,,
Jurassic World: Fallen Kingdom,https://youtu.be/cRWazG4_egE,2018-10-11,,,17:28,132,Jeremy Scott,Barrett Share,,,
Halloween (1978),https://youtu.be/tNZSFJ3iE8g,2018-10-16,,,17:35,99,Chris Atkinson,Jonathan Watkins,,,
Halloween H20: 20 Years Later,https://youtu.be/UFiJB9mJJc0,2018-10-18,,,17:51,228,Chris Atkinson,Jonathan Watkins,,,
The First Purge,https://youtu.be/jf9lqy_CK3g,2018-10-23,,,16:06,130,Chris Atkinson,Aaron Dicer,,,
Skyscraper ,https://youtu.be/qglX6QWYKsI,2018-10-25,,,16:53,375,Jeremy Scott,Aaron Dicer,,,
The Exorcist ,https://youtu.be/4roaGSHEtj0,2018-10-30,,,16:49,93,Chris Atkinson,Barrett Share,,,
Highlander ,https://youtu.be/jJ5sfw6nYq8,2018-11-01,,,16:54,143,Chris Atkinson,Barrett Share,,,
The Girl with the Dragon Tattoo,https://youtu.be/Suw3274XVWE,2018-11-06,,,17:33,105,Barrett Share,Jonathan Watkins,,,
Clash Of The Titans (2010),https://youtu.be/-mQ73_3XnAM,2018-11-08,,,18:23,140,Chris Atkinson,Jonathan Watkins,,,
Wreck-It Ralph ,https://youtu.be/pYRpwXHkl3I,2018-11-13,,,16:00,86,Jeremy Scott,Chris Atkinson,,,
Ocean's 8 ,https://youtu.be/8vNQG0cXGYQ,2018-11-15,,,19:54,160,Chris Atkinson,Aaron Dicer,,,
Creed ,https://youtu.be/0MYYpxxGTgM,2018-11-20,,,13:21,80,Chris Atkinson,Jonathan Watkins,,,
Robin Hood: Prince of Thieves,https://youtu.be/zA2z-kHVfhA,2018-11-22,,,19:35,123,Jeremy Scott,Barrett Share,,,
Hotel Transylvania 3: Summer Vacation,https://youtu.be/OFNQrRJGJVQ,2018-11-27,,,18:57,269,Barrett Share,Aaron Dicer,,,
Happy Feet ,https://youtu.be/pd8gLU8Kj4A,2018-11-29,,,15:18,121,Barrett Share,Aaron Dicer,,,
A Quiet Place ,https://youtu.be/f8tFTprgSMc,2018-12-04,,,13:32,72,Chris Atkinson,Jonathan Watkins,,,
Incredibles 2 ,https://youtu.be/J8NrB3EEj80,2018-12-06,,,17:45,88,Barrett Share,Aaron Dicer,,,
Avengers: Infinity War,https://youtu.be/zs4ELJwA5D8,2018-12-11,,,23:04,128,Chris Atkinson,Jeremy Scott,,,
Mary Poppins ,https://youtu.be/HHFUw6X1Pro,2018-12-13,,,15:16,91,Jeremy Scott,Aaron Dicer,,,
Justice League ,https://youtu.be/Hw4kbo2K6lw,2018-12-18,,,25:06,149,Chris Atkinson,Barrett Share,,,
The Santa Clause ,https://youtu.be/TCY6MINU43w,2018-12-20,,,14:54,113,Barrett Share,Jonathan Watkins,,,
Solo: A Star Wars Story,https://youtu.be/4WoTyaXGV4s,2018-12-25,,,18:27,111,Jeremy Scott,Barrett Share,,,
The Meg ,https://youtu.be/39o2ENvD5wE,2018-12-27,,,17:10,110,Chris Atkinson,Jonathan Watkins,,,
Mamma Mia: Here We Go Again,https://youtu.be/DjYdSs-Uhsw,2019-01-01,,,15:24,135,Jeremy Scott,Barrett Share,,,
Hereditary ,https://youtu.be/p8sMeoHWBcY,2019-01-03,,,13:41,85,Chris Atkinson,Jonathan Watkins,,,
The Equalizer 2 ,https://youtu.be/y2uVNXpSQkY,2019-01-08,,,18:24,5000156,Jeremy Scott,Chris Atkinson,,,
The House With A Clock In Its Walls,https://youtu.be/GNNAGEoZskw,2019-01-10,,,14:33,101,Barrett Share,jonathan Watkins,,,
The Happening ,https://youtu.be/oULbo2bvP5w,2019-01-15,,,22:34,165,Chris Atkinson,Barrett Share,,,
The Village ,https://youtu.be/jT4GvGcB1YQ,2019-01-17,,,15:40,152,Jeremy Scott,Aaron Dicer,,,
The Predator (2018),https://youtu.be/9D9zlW33GI4,2019-01-22,,,18:05,117,Chris Atkinson,Jonathan Watkins,,,
Smallfoot ,https://youtu.be/RP0JxLGoBrQ,2019-01-24,,,16:44,130,Barrett Share,Aaron Dicer,,,
Eragon ,https://youtu.be/1TlDzpZ-50k,2019-01-29,,,16:11,169,Jeremy Scott,Jonathan Watkins,,,
Christopher Robin,https://youtu.be/uG5ByzZZHFU,2019-01-31,,,16:14,98,Chris Atkinson,Aaron Dicer,,,
What Women Want,https://youtu.be/ne_QsmkhmWw,2019-02-05,,,17:21,158,Jeremy Scott,Barrett Share,,,
Venom ,https://youtu.be/lzT5niqr8YA,2019-02-07,,,16:12,131,Chris Atkinson,Jonathan Watkins,,,
Bird Box ,https://youtu.be/HqRU07D4cqo,2019-02-12,,,19:01,165,Barrett Share,Aaron Dicer,,,
Hitch ,https://youtu.be/eu3gZLF-4OA,2019-02-14,,,16:48,135,Jeremy Scott,Aaron Dicer,,,
Slumdog Millionaire,https://youtu.be/E0iKmkjjUuU,2019-02-19,,,13:52,131,Barrett Share,Jonathan Watkins,,,
Forrest Gump ,https://youtu.be/ogWZ7CAoAtw,2019-02-21,,,15:51,119,Jeremy Scott,Aaron Dicer,,,
Crazy Rich Asians,https://youtu.be/Cg9uwA-jfzU,2019-02-26,,,14:17,101,Aaron Dicer,Jonathan Watkins,,,
Mission Impossible: Fallout,https://youtu.be/NbX32jQwh7w,2019-02-28,,,15:09,80,Chris Atkinson,Jeremy Scott,,,
Ant-Man and the Wasp,https://youtu.be/8IbWnMi8kpw,2019-03-05,,,18:35,118,Chris Atkinson,Jeremy Scott,,,
The Crow ,https://youtu.be/rTxOTiG1G_Y,2019-03-07,,,15:20,112,Chris Atkinson,Jonathan Watkins,,,
A Star Is Born (2018),https://youtu.be/ag5CAizvDUk,2019-03-12,,,16:14,104,Barrett Share,Aaron Dicer,,,
Monsters vs. Aliens,https://youtu.be/_dI6vZ2Wbfo,2019-03-14,,,16:43,106,Chris Atkinson,Aaron Dicer,,,
A Few Good Men,https://www.patreon.com/posts/everything-wrong-25253015,2019-03-18,,,20:10,101,Jeremy Scott,Barrett Share,,,
Ralph Breaks the Internet,https://youtu.be/kvVc0dZyYeY,2019-03-19,,,21:01,132,Chris Atkinson,Barrett Share,,,
8 Mile ,https://youtu.be/RQbV_do96rY,2019-03-21,,,16:13,113,Jeremy Scott,Barrett Share,,,
Battlefield Earth,https://www.patreon.com/posts/everything-wrong-25376827,2019-03-22,,,25:03,335,Chris Atkinson,Jonathan Watkins,,,
Dumbo (1941),https://youtu.be/R33H2VZoyFA,2019-03-26,,,10:43,97,Chris Atkinson,Aaron Dicer,,,
Dredd ,https://youtu.be/ADevT0j2sFk,2019-03-28,,,13:46,119,Jeremy Scott,Jonathan Watkins,,,
Pet Sematary (1989),https://youtu.be/uEG8If5X2tk,2019-04-02,,,14:51,112,Barrett Share,Jonathan Watkins,,,
Aquaman ,https://youtu.be/Soon7FB8Hro,2019-04-04,,,22:17,166,Chris Atkinson,Barrett Share,,,
Hellboy II: The Golden Army,https://youtu.be/BXIFwMLEZRI,2019-04-09,,,18:39,122,Chris Atkinson,Jeremy Scott,,,
The Great Gatsby (2013),https://youtu.be/DE6FzCsiYqw,2019-04-11,,,18:30,170,Jeremy Scott,Barrett Share,,,
The Nun ,https://youtu.be/BtRmyTpHk1o,2019-04-16,,,20:37,126,Chris Atkinson,Jonathan Watkins,,,
Mary Poppins Returns,https://youtu.be/6VARUTiGkEQ,2019-04-18,,,13:24,103,Jeremy Scott,Aaron Dicer,,,
Spider-Man: Into the Spider-Verse,https://youtu.be/zz0vkGCvLsM,2019-04-23,,,11:50,85,Jeremy Scott,Jonathan Watkins,,,
Con Air ,https://youtu.be/va8ukF-ZH0M,2019-04-25,,,19:19,416,Barrett Share,Aaron Dicer,,,
Lilo & Stitch ,https://youtu.be/ENudTnI8BRM,2019-04-30,,,19:01,117,Chris Atkinson,Aaron Dicer,Deneé Hughes,,
School Of Rock ,https://youtu.be/K9oe-qbfvSo,2019-05-02,,,18:37,189,Jeremy Scott,Barrett Share,,,
Polar ,https://youtu.be/P76PjznmhWc,2019-05-10,,,17:40,121,Chris Atkinson,Barrett Share,,,
Mortal Engines ,https://youtu.be/R9gG0Sf56ro,2019-05-14,,,14:19,130,Jeremy Scott,Jonathan Watkins,,,
Aladdin (1992),https://youtu.be/6kZjc3UAmog,2019-05-16,,,12:34,105,Jeremy Scott,Aaron Dicer,Deneé Hughes,,
Escape Room ,https://youtu.be/700REaVlgBA,2019-05-21,,,16:50,117,Chris Atkinson,Aaron Dicer,,,
Rio ,https://youtu.be/RrF-jQ5iUCc,2019-05-23,,,15:50,102,Barrett Share,Jonathan Watkins,,,
Batman: Mask of the Phantasm,https://youtu.be/BPMMaVUX0pw,2019-05-28,,,12:50,88,Chris Atkinson,Jonathan Watkins,,,
The LEGO Movie 2: The Second Part,https://youtu.be/CmDfzDJzC5A,2019-05-30,,,12:19,86,Chris Atkinson,Jeremy Scott,,,
Bumblebee ,https://youtu.be/HNri0mNI2PY,2019-06-04,,,22:15,136,Chris Atkinson,Jonathan Watkins,,,
Men in Black II,https://youtu.be/MVCagtRFrG8,2019-06-06,,,20:45,147,Chris Atkinson,Aaron Dicer,Deneé Hughes,,
Shaft (2000) ,https://youtu.be/I6HQqlJWWH0,2019-06-11,,,13:22,138,Barrett Share,Jonathan Watkins,,,
Glass ,https://youtu.be/5zwKFybGCIo,2019-06-13,,,20:11,136,Chris Atkinson,Jeremy Scott,,,
Paddington 2,https://www.patreon.com/posts/75926378,2019-06-15,,,14:02,89,Jeremy Scott,Aaron Dicer,,,
The Princess and the Frog,https://youtu.be/W6McxWtFhkA,2019-06-18,,,18:35,108,Barrett Share,Aaron Dicer,,,
Fantastic Beasts: The Crimes of Grindelwald,https://youtu.be/XL0Qrgg-2KU,2019-06-25,,,21:25,158,Chris Atkinson,Barrett Share,,,
Captain Marvel ,https://youtu.be/hIPp71gIN88,2019-06-27,,,17:27,97,Jeremy Scott,Barrett Share,,,
Planes ,https://youtu.be/LC3pHrFeMJI,2019-07-02,,,15:23,105,Jeremy Scott,Aaron Dicer,,,
Die Hard With A Vengeance,https://youtu.be/U3cOSqkIRjI,2019-07-04,,,20:17,228,Chris Atkinson,Jeremy Scott,,,
How to Train Your Dragon: The Hidden World,https://youtu.be/CbHgFdNHwlk,2019-07-09,,,15:57,102,Chris Atkinson,Aaron Dicer,Deneé Hughes,,
Ride Along ,https://youtu.be/OKwDtulyEA4,2019-07-11,,,13:16,123,Barrett Share,Jonathan Watkins,,,
Dumbo (2019) ,https://youtu.be/m5k4TdV2Ra0,2019-07-16,,,13:47,105,Jeremy Scott,Jonathan Watkins,,,
Limitless ,https://youtu.be/1d9Kyh4gcqM,2019-07-18,,,19:18,143,Barrett Share,Aaron Dicer,,,
Pulp Fiction ,https://youtu.be/W7wkO6ulo0k,2019-07-23,,,22:15,84,Chris Atkinson,Barrett Share,,,
Honey I Shrunk The Kids,https://youtu.be/q9BO5NtyNF8,2019-07-25,,,12:29,128,Chris Atkinson,Jonathan Watkins,,,
Gone in 60 Seconds,https://youtu.be/o96XlXNREXE,2019-07-30,,,15:57,115,Jeremy Scott,Barrett Share,,,
Monster House ,https://youtu.be/fAhWzC7kEeg,2019-08-01,,,12:48,103,Jeremy Scott,Jonathan Watkins,,,
Shazam! ,https://youtu.be/wBhgjMH_6A4,2019-08-06,,,17:31,106,Barrett Share,Aaron Dicer,,,
Bolt ,https://youtu.be/dxp1kiK95gw,2019-08-08,,,16:04,102,Chris Atkinson,Jonathan Watkins,,,
47 Meters Down ,https://youtu.be/q2-SltghBGI,2019-08-13,,,12:06,87,Chris Atkinson,Barrett Share,,,
The Emperor's New Groove,https://youtu.be/JHeh7ezBmYY,2019-08-15,,,12:14,94,Jeremy Scott,Aaron Dicer,,,
